id,order_id,created_at,_sku,name,price,quantity,title,variant_title,total_discount,fulfillable_quantity,fulfillment_status,gift_card,grams,product_exists,product_id,_inventory,requires_shipping,sku,tax_lines,taxable,variant_id,variant_inventory_management,vendor,estimated_ship_date,_inventory_source,test,total_tax,financial_status,cancelled_at,order_discount_amount,country,state,city,zip_code,orders_count
385087153,217943481,2014-01-04 03:42:28,,Pride and Prejudice - Color,29.00,1,Pride and Prejudice,Color,0.00,0,fulfilled,False,454,True,151552521,,True,pride_tote_color,[],True,,,Litographs,,,False,0.00,paid,,0,United States,Utah,Provo,84606,1
385086217,217942945,2014-01-04 03:40:38,,The Notebooks of Leonardo Da Vinci - L / Unisex / B&W,34.00,1,The Notebooks of Leonardo Da Vinci,L / Unisex / B&W,0.00,0,fulfilled,False,150,True,151548681,,True,davinci_tee_unisex_l_bw,[],False,,,Litographs,,,False,0.00,paid,,0,United States,Illinois,Naplate,61350,1
385086221,217942945,2014-01-04 03:40:38,,The Phantom of the Opera - L / Unisex / B&W,34.00,1,The Phantom of the Opera,L / Unisex / B&W,0.00,0,fulfilled,False,150,True,151548955,,True,phantom_tee_unisex_l_bw,[],False,,,Litographs,,,False,0.00,paid,,0,United States,Illinois,Naplate,61350,1
385081833,217940605,2014-01-04 03:31:47,,Persuasion - 24x36 / Sage / Poster,29.00,1,Persuasion,24x36 / Sage / Poster,0.00,0,fulfilled,False,454,True,127810792,,True,persuasion_24x36_color4,[],True,,,Litographs,,,False,0.00,paid,,0,United States,Wisconsin,Kenosha ,53140,1
385074997,217936849,2014-01-04 03:18:19,,Peter Pan - 24x36 / Original Colors / Poster,29.00,1,Peter Pan,24x36 / Original Colors / Poster,0.00,0,fulfilled,False,454,True,89994983,,True,peter_24x36_color,[],True,,,Litographs,,,False,0.00,paid,,0,United States,Michigan,Rochester Hills,48309,1
385075001,217936849,2014-01-04 03:18:19,,Alice's Adventures in Wonderland - 24x36 / Original Colors / Poster,29.00,1,Alice's Adventures in Wonderland,24x36 / Original Colors / Poster,0.00,0,fulfilled,False,454,True,174678461,,True,wonderland_24x36_color,[],True,,,Litographs,,,False,0.00,paid,,0,United States,Michigan,Rochester Hills,48309,1
385056453,217926281,2014-01-04 02:41:39,,The Wind in the Willows - 18x24 / Original Colors / Poster,24.00,1,The Wind in the Willows,18x24 / Original Colors / Poster,0.00,0,fulfilled,False,227,True,116331084,,True,wind_18x24_color,[],True,,,Litographs,,,False,0.00,paid,,0,United States,Texas,Longview,75601,1
385040981,217917393,2014-01-04 02:07:26,,Poems by T.S. Eliot - 18x24 / Blues / Poster,24.00,1,Poems by T.S. Eliot,18x24 / Blues / Poster,0.00,0,fulfilled,False,227,True,132034453,,True,eliot_18x24_color1,[],True,,,Litographs,,,False,0.00,paid,,0,United States,California,Laguna Hills,92653,3
385040985,217917393,2014-01-04 02:07:26,,Dubliners - 18x24 / Original Colors / Poster,24.00,1,Dubliners,18x24 / Original Colors / Poster,0.00,0,fulfilled,False,227,True,128649811,,True,dubliners_18x24_color,[],True,,,Litographs,,,False,0.00,paid,,0,United States,California,Laguna Hills,92653,3
385024421,217908009,2014-01-04 01:31:29,,The Odyssey - 18x24 / Blues / Poster,24.00,1,The Odyssey,18x24 / Blues / Poster,0.00,0,fulfilled,False,227,True,95655416,,True,odyssey_18x24_color1,[],True,,,Litographs,,,False,0.00,paid,,0,United States,California,Burbank,91506,1
